username,post_text,timestamp,url,crawl_date
bas.swn_,Ai đi Đức cho em xin tên trung tâm nào ok với ạ,08/12/2024 10:48,https://www.threads.net/@bas.swn_/post/DDTYetrzwOK,2025-06-16 21:56:47
bas.swn_,"Mình thích những năng lượng tích cực
Mình thích những người hiền.
Có một câu nói như này: “Nếu bạn tiếp xúc với điều gì đó hàng ngày. Điều đó lâu dần sẽ trở thành bạn.”
Đó cũng là lí do vì sao xung quanh mình ngày càng ít bạn:
Mình sinh ra ở đâu mình không được chọn. Nhưng xung quanh mình là ai đều là do mình chọn.",07/11/2024 21:03,https://www.threads.net/@bas.swn_/post/DCEqPhGT80J,2025-06-16 21:56:47
bas.swn_,😮‍💨,05/11/2024 22:20,https://www.threads.net/@bas.swn_/post/DB_pgvMTWNn,2025-06-16 21:56:47
bas.swn_,Quả trend mới mn đều ảo mỗi tôi tật 🤦🏻‍♂️,05/11/2024 15:31,https://www.threads.net/@bas.swn_/post/DB-6ktTvCaJ,2025-06-16 21:56:47
bas.swn_,Cắt mẹ ngắn đi,03/11/2024 20:32,https://www.threads.net/@bas.swn_/post/DB6TivHTfdj,2025-06-16 21:56:47
bas.swn_,Mái phân tán douyin cho ae 🤦🏻‍♂️,25/10/2024 12:00,https://www.threads.net/@bas.swn_/post/DBiNu5ty2o1,2025-06-16 21:56:47
bas.swn_,"“Hãy tìm một tình yêu khiến cho bạn cảm thấy vui vẻ, tích cực, thoải mái, được là chính mình,

chứ không phải một mối tình chỉ khiến bạn mệt mỏi vì phải thắng thua, tủi thân khi bị bỏ một mình.”",18/10/2024 20:49,https://www.threads.net/@bas.swn_/post/DBRIsX1zxd5,2025-06-16 21:56:47
bas.swn_,"Flop nữa r 🤦🏻‍♂️
Chéo flow threads vs ig đi mn ơi
Có trả luôn",14/10/2024 06:31,https://www.threads.net/@bas.swn_/post/DBFTUEIzcpd,2025-06-16 21:56:47
bas.swn_,"Không ai nắm tay tôi, vậy thì tôi tự đút tay vào túi. Không ai nhắc tôi phải mặc thêm áo, vậy thì tôi sẽ tự nghe dự báo thời tiết. Không ai cùng tôi đi ăn đồ ăn ngon, vậy thì tôi tự xem tự nấu cho mình những món mình thích. Không ai chúc tôi ngủ ngon, vậy thì tôi sẽ cố gắng đi ngủ sớm…",03/09/2024 01:11,https://www.threads.net/@bas.swn_/post/C_bKGsvze-2,2025-06-16 21:56:47
bas.swn_,"Mẹ bảo rằng hạnh phúc không hề đắt, nhưng nó đắt ở chỗ…

Con phải tự lo cho bản thân con trước, rồi con mới lo được cho người yêu con. Phải kinh tế, rồi mới tinh tế và tử tế…",02/09/2024 01:50,https://www.threads.net/@bas.swn_/post/C_YpzUcT17n,2025-06-16 21:56:47
bas.swn_,Gửi nhờ,01/09/2024 22:18,https://www.threads.net/@bas.swn_/post/C_YK3_dOI5b,2025-06-16 21:56:47
bas.swn_,"Sau cùng, mỗi người đều sẽ trưởng thành, hiểu chuyện, mạnh mẽ theo cách riêng.

Chỉ một vài người theo thời gian, càng ngày càng không mở lòng như trước.",27/08/2024 19:02,https://www.threads.net/@bas.swn_/post/C_LDJA9T46o,2025-06-16 21:56:47
bas.swn_,"Có rất nhiều cách để thể hiện tình cảm, nhưng nhanh gọn lẹ nhất đó là gặp mặt, cho nhau những cái ôm và ngồi lại chia sẻ những chuyện mà cả 2 gặp phải trong thời gian qua…",24/08/2024 18:47,https://www.threads.net/@bas.swn_/post/C_DTBoQzHsJ,2025-06-16 21:56:47
bas.swn_,Thế là đi 🥹,23/08/2024 15:28,https://www.threads.net/@bas.swn_/post/C_AXeFwzyp4,2025-06-16 21:56:47
bas.swn_,"“Đàn ông đừng quá quan trọng chuyện tình cảm. Bởi vì bạn muốn đi một người phụ nữ cần thời gian rất lâu. Còn cô ta muốn quên đi bạn chỉ cần sự xuất hiện của người đàn ông khác.

Đừng đánh giá quá cao vị trí của mình trong lòng người khác. Vì đến cuối cùng bạn sẽ phát hiện ra những gì bạn đánh đổi, người cảm động chỉ có một mình bạn thôi.”",16/08/2024 19:46,https://www.threads.net/@bas.swn_/post/C-uzeuRzxpz,2025-06-16 21:56:47
botbeo55,"~1400 khôi phục chuỗi khá thành công 😂
tối đi làm nên phải ăn :))
bữa phụ giống bữa sáng+1ly sữa chua muối",23/05/2025 06:14,https://www.threads.net/@botbeo55/post/DJ-VGU4zS9l,2025-06-16 21:56:47
botbeo55,nay ăn gần bằng tdee 1600kcal nên mai khôi phục chuỗi :)),21/05/2025 17:42,https://www.threads.net/@botbeo55/post/DJ6aORYzfRu,2025-06-16 21:56:47
botbeo55,"chuỗii day 2
total ~1300kcal
sáng làm bánh chuối yến mạch nma bị xấu nên kh chụp
trưa-phụ-tối nhen",20/05/2025 19:25,https://www.threads.net/@botbeo55/post/DJ4BRXyzhm-,2025-06-16 21:56:47
botbeo55,"day 90/100
quay lại chế độ hơi khó nma tui sẽ cố gắng để xây dựng lại thói quen tốt chứ kh đạp đổ công sức của mình nữa 💔💔
tăng 1,6kg sau 8ngày oi tròi oi(từ 58.6-60.2kg)
tối t ăn ức gà vca ít cơm
Total~1300kcal hôm nay(nay tui mệt vch kh có sức tập 😭)",09/05/2025 19:40,https://www.threads.net/@botbeo55/post/DJbuKtJzGDk,2025-06-16 21:56:47
botbeo55,"sori ae dnay bận ôn thi nên ăn uống hơi lung tung bla bla, e sẽ nghiêm túc lạii ạhh",07/05/2025 20:40,https://www.threads.net/@botbeo55/post/DJWriJLzK4J,2025-06-16 21:56:47
botbeo55,tập gần 1h á,05/05/2025 21:02,https://www.threads.net/@botbeo55/post/DJRkc_3TxOK,2025-06-16 21:56:47
botbeo55,"86/100
thou cứ chill đi ha :))
rất ngoan cho đến khi nhà đi ăn ngoài chả lẽ tui 1mình 🙂‍↕️(lí do lí chấu cả thui)",05/05/2025 20:35,https://www.threads.net/@botbeo55/post/DJRhTjvzQor,2025-06-16 21:56:47
botbeo55,"xin phép nhảy cóc sang day 85/100
ăn 1 bữa thêm ~200g mận hậu+dứa ~150g",04/05/2025 22:03,https://www.threads.net/@botbeo55/post/DJPGpfpzGtS,2025-06-16 21:56:47
botbeo55,"cheatt
day 82/100
xin lỗi c T nhìu vì e đã ăn lắm",01/05/2025 22:33,https://www.threads.net/@botbeo55/post/DJHbqGfz9U1,2025-06-16 21:56:47
botbeo55,"day 81/100
nay ăn siuy nhìu đạm
tối:ức gà ~200g,thịt ngan xào ~150g,lòng mề xào giá,với 1,5 cái chân gà luộc,chỗ xương kia t gỡ đó,đang ăn ph lấy máy ra chụp :))(có rau nma kh chụp)",30/04/2025 18:37,https://www.threads.net/@botbeo55/post/DJEb1OlzCrk,2025-06-16 21:56:47
botbeo55,"day 80/100
sáng trưa ăn ngoan,tối ăn ngoàii
vượt mức píc cà bônn
bò xào cần tây
già xào lòng gà
bò xốt vang
cá thu
thịt lợn nạc luộc
thịt ngan xào
1 quả táo",29/04/2025 19:38,https://www.threads.net/@botbeo55/post/DJB9-Q9TuWh,2025-06-16 21:56:47
botbeo55,"day 79/100(tối ăn thêm 1 miếng ổi vca 1 miếng doi hồng,mấy miếng bánh mì vca cơm nữa huhu tại gần đến 🍓 😭😭)
nhảy dây 20p nữaaa",28/04/2025 17:27,https://www.threads.net/@botbeo55/post/DI_KSouTa-3,2025-06-16 21:56:47
botbeo55,"day 78/100( sáng e uống hạt chia nữa 10g hath chia pha với nước lọc )
có nhay dây nữaaa~20p",27/04/2025 18:41,https://www.threads.net/@botbeo55/post/DI8t9V9zPYK,2025-06-16 21:56:47
botbeo55,"day 77/100
t đã biết nguyên nhân mình giảm cân chậm là do ăn sai mấy mom ạ :))
còn 19 ngày nữa đến sinh nhật t và giờ t đang cao m6 nặng 59kg
t mong bản thân về được 57kg thôi cũng mừng rớt nước mắt rồi,cố lên nhéee 
để đây và sau 1 tuần nữa t update lại cân nặng xem thay đổi nnao nheee",26/04/2025 18:47,https://www.threads.net/@botbeo55/post/DI6Jzw9TFG2,2025-06-16 21:56:47
botbeo55,day 76/100,25/04/2025 16:02,https://www.threads.net/@botbeo55/post/DI3SKz0TGUB,2025-06-16 21:56:47
